INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	SMILES
Hydroquinone	Approved Name	DTXSID7020716	Hydroquinone	123-31-9	OC1=CC=C(O)C=C1
8-Hydroxyquinoline	Approved Name	DTXSID5020730	8-Hydroxyquinoline	148-24-3	OC1=CC=CC2=CC=CN=C12
Indole	Approved Name	DTXSID0020737	Indole	120-72-9	N1C=CC2=C1C=CC=C2
Indomethacin	Expert Validated Synonym	DTXSID9020740	1-(p-Chlorobenzoyl)-5-methoxy-2-methyl-Indole-3-acetic acid	53-86-1	COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
Isoniazid	Approved Name	DTXSID8020755	Isoniazid	54-85-3	NNC(=O)C1=CC=NC=C1
Isophorone	Approved Name	DTXSID8020759	Isophorone	78-59-1	CC1=CC(=O)CC(C)(C)C1
Chlorpropham	Approved Name	DTXSID7020764	Chlorpropham	101-21-3	CC(C)OC(=O)NC1=CC=CC(Cl)=C1
Propham	Approved Name	DTXSID7020766	Propham	122-42-9	CC(C)OC(=O)NC1=CC=CC=C1
Kaempferol	Approved Name	DTXSID7020768	Kaempferol	520-18-3	OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
Kepone	Approved Name	DTXSID1020770	Kepone	143-50-0	ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl
Lovastatin	Approved Name	DTXSID5020784	Lovastatin	75330-75-5	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
Malaoxon	Approved Name	DTXSID9020790	Malaoxon	1634-78-2	CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
Malathion	Approved Name	DTXSID4020791	Malathion	121-75-5	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Maleic hydrazide	Approved Name	DTXSID9020792	Maleic hydrazide	123-33-1	O=C1NNC(=O)C=C1
Maneb	Approved Name	DTXSID9020794	Maneb	12427-38-2	[Mn++].[S-]C(=S)NCCNC([S-])=S
2-Mercaptobenzothiazole	Approved Name	DTXSID1020807	2-Mercaptobenzothiazole	149-30-4	SC1=NC2=C(S1)C=CC=C2
Mercuric chloride	Approved Name	DTXSID5020811	Mercuric chloride	7487-94-7	[Cl-].[Cl-].[Hg++]
Mestranol	Approved Name	DTXSID0020814	Mestranol	72-33-3	COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2
Methidathion	Approved Name	DTXSID5020819	Methidathion	950-37-8	COC1=NN(CSP(=S)(OC)OC)C(=O)S1
Methimazole	Approved Name	DTXSID4020820	Methimazole	60-56-0	CN1C=CNC1=S
Methotrexate	Approved Name	DTXSID4020822	Methotrexate	59-05-2	CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
Methoxychlor	Approved Name	DTXSID9020827	Methoxychlor	72-43-5	COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl
4-Methoxyphenol	Approved Name	DTXSID4020828	4-Methoxyphenol	150-76-5	COC1=CC=C(O)C=C1
Methyl carbamate	Approved Name	DTXSID8020834	Methyl carbamate	598-55-0	COC(N)=O
Methyl linoleate	Approved Name	DTXSID7020843	Methyl linoleate	112-63-0	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC
Methyl methanesulfonate	Approved Name	DTXSID7020845	Methyl methanesulfonate	66-27-3	COS(C)(=O)=O
Methyl parathion	Approved Name	DTXSID1020855	Methyl parathion	298-00-0	COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O
N-Methyl-2-pyrrolidone	Approved Name	DTXSID6020856	N-Methyl-2-pyrrolidone	872-50-4	CN1CCCC1=O
Methyldopa sesquihydrate	Approved Name	DTXSID5020863	Methyldopa sesquihydrate	41372-08-1	O.O.O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
4,4'-Methylenebis(2-methylaniline)	Synonym from Valid Source	DTXSID5020867	4,4'-Diamino-3,3'-dimethyldiphenylmethane	838-88-0	CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1
4,4'-Methylenebis(N,N-dimethylaniline)	Approved Name	DTXSID5020869	4,4'-Methylenebis(N,N-dimethylaniline)	101-61-1	CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1
2,2'-Methylenebis(4-methyl-6-tert-butylphenol)	Approved Name	DTXSID4020870	2,2'-Methylenebis(4-methyl-6-tert-butylphenol)	119-47-1	CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C
1-Methylnaphthalene	Approved Name	DTXSID9020877	1-Methylnaphthalene	90-12-0	CC1=C2C=CC=CC2=CC=C1
6-Methylquinoline	Approved Name	DTXSID3020887	6-Methylquinoline	91-62-3	CC1=CC2=CC=CN=C2C=C1
4-Methylstyrene	Approved Name	DTXSID3020889	4-Methylstyrene	622-97-9	CC1=CC=C(C=C)C=C1
6-Methyl-2-thiouracil	Approved Name	DTXSID2020890	6-Methyl-2-thiouracil	56-04-2	CC1=CC(=O)NC(=S)N1
Michler's ketone	Approved Name	DTXSID2020894	Michler's ketone	90-94-8	CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C
Mirex	Approved Name	DTXSID7020895	Mirex	2385-85-5	ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl
Busulfan	Approved Name	DTXSID3020910	Busulfan	55-98-1	CS(=O)(=O)OCCCCOS(C)(=O)=O
Naphthalene	Approved Name	DTXSID8020913	Naphthalene	91-20-3	C1=CC2=CC=CC=C2C=C1
1-Naphthaleneacetic acid	Approved Name	DTXSID8020915	1-Naphthaleneacetic acid	86-87-3	OC(=O)CC1=C2C=CC=CC2=CC=C1
1,5-Naphthalenediamine	Approved Name	DTXSID3020916	1,5-Naphthalenediamine	2243-62-1	NC1=CC=CC2=C(N)C=CC=C12
2-Naphthylamine	Approved Name	DTXSID2020921	2-Naphthylamine	91-59-8	NC1=CC2=C(C=CC=C2)C=C1
Niacinamide	Approved Name	DTXSID2020929	Niacinamide	98-92-0	NC(=O)C1=CC=CN=C1
Nicotine	Approved Name	DTXSID1020930	Nicotine	54-11-5	CN1CCC[C@H]1C1=CN=CC=C1
Nicotinic acid	Approved Name	DTXSID1020932	Nicotinic acid	59-67-6	OC(=O)C1=CC=CN=C1
Nitrilotriacetic acid	Approved Name	DTXSID6020939	Nitrilotriacetic acid	139-13-9	OC(=O)CN(CC(O)=O)CC(O)=O
Sodium nitrite	Approved Name	DTXSID0020941	Sodium nitrite	7632-00-0	[Na+].[O-]N=O
2-Methoxy-5-nitroaniline	Synonym from Valid Source	DTXSID0020943	5-Nitro-o-anisidine	99-59-2	COC1=C(N)C=C(C=C1)[N+]([O-])=O
Nitrofurazone	Approved Name	DTXSID5020944	Nitrofurazone	59-87-0	NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O
2-Methyl-5-nitroaniline	Synonym from Valid Source	DTXSID4020959	5-Nitro-o-toluidine	99-55-8	CC1=C(N)C=C(C=C1)[N+]([O-])=O
4-Nitroaniline	Approved Name	DTXSID8020961	4-Nitroaniline	100-01-6	NC1=CC=C(C=C1)[N+]([O-])=O
Nitrobenzene	Approved Name	DTXSID3020964	Nitrobenzene	98-95-3	[O-][N+](=O)C1=CC=CC=C1
4-Nitrobenzoic acid	Approved Name	DTXSID3020966	4-Nitrobenzoic acid	62-23-7	OC(=O)C1=CC=C(C=C1)[N+]([O-])=O
Nitroethane	Approved Name	DTXSID8020969	Nitroethane	79-24-3	CC[N+]([O-])=O
Nitrofen	Approved Name	DTXSID7020970	Nitrofen	1836-75-5	[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1
Nitrofurantoin	Approved Name	DTXSID7020972	Nitrofurantoin	67-20-9	[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O
N-Nitroso-N-methylurea	Approved Name	DTXSID4021006	N-Nitroso-N-methylurea	684-93-5	CN(N=O)C(N)=O
N-Nitrosodibutylamine	Approved Name	DTXSID2021026	N-Nitrosodibutylamine	924-16-3	CCCCN(CCCC)N=O
N-Nitrosodiethylamine	Integrated Source Name	DTXSID2021028	N-Nitrosodiethylamine	55-18-5	CCN(CC)N=O
N-Nitrosodimethylamine	Approved Name	DTXSID7021029	N-Nitrosodimethylamine	62-75-9	CN(C)N=O
N-Nitrosodiphenylamine	Approved Name	DTXSID6021030	N-Nitrosodiphenylamine	86-30-6	O=NN(C1=CC=CC=C1)C1=CC=CC=C1
4-Nitrosodiphenylamine	Approved Name	DTXSID1021031	4-Nitrosodiphenylamine	156-10-5	O=NC1=CC=C(NC2=CC=CC=C2)C=C1
N-Nitrosodipropylamine	Expert Validated Synonym	DTXSID6021032	N-Nitrosodi-n-propylamine	621-64-7	CCCN(CCC)N=O
N-Nitrosopyrrolidine	Approved Name	DTXSID8021062	N-Nitrosopyrrolidine	930-55-2	O=NN1CCCC1
C.I. Acid Orange 10	Approved Name	DTXSID6021082	C.I. Acid Orange 10	1936-15-8	[Na+].[Na+].OC1=C(N=NC2=CC=CC=C2)C2=C(C=C(C=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O
Oxamyl	Approved Name	DTXSID6021086	Oxamyl	23135-22-0	CNC(=O)ON=C(SC)C(=O)N(C)C
Oxazepam	Approved Name	DTXSID1021087	Oxazepam	604-75-1	OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O
4,4'-Oxydianiline	Approved Name	DTXSID0021094	4,4'-Oxydianiline	101-80-4	NC1=CC=C(OC2=CC=C(N)C=C2)C=C1
Oxytetracycline hydrochloride	Approved Name	DTXSID5021097	Oxytetracycline hydrochloride	2058-46-0	Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
Parathion	Approved Name	DTXSID7021100	Parathion	56-38-2	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
Pentachloroanisole	Approved Name	DTXSID2021103	Pentachloroanisole	1825-21-4	COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
Pentachloronitrobenzene	Approved Name	DTXSID2021105	Pentachloronitrobenzene	82-68-8	[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
Pentachlorophenol	Approved Name	DTXSID7021106	Pentachlorophenol	87-86-5	OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
Phenobarbital sodium	Approved Name	DTXSID0021123	Phenobarbital sodium	57-30-7	[Na+].CCC1(C(=O)NC([O-])=NC1=O)C1=CC=CC=C1
Phenol	Approved Name	DTXSID5021124	Phenol	108-95-2	OC1=CC=CC=C1
Phenolphthalein	Approved Name	DTXSID0021125	Phenolphthalein	77-09-8	OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1
Phenothiazine	Approved Name	DTXSID5021126	Phenothiazine	92-84-2	N1C2=CC=CC=C2SC2=C1C=CC=C2
C.I. Solvent Yellow 14	Approved Name	DTXSID4021135	C.I. Solvent Yellow 14	842-07-9	OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1
1,3-Benzenediamine	Approved Name	DTXSID4021137	1,3-Benzenediamine	108-45-2	NC1=CC(N)=CC=C1
1,4-Benzenediamine	Approved Name	DTXSID9021138	1,4-Benzenediamine	106-50-3	NC1=CC=C(N)C=C1
Phenylmercuric acetate	Approved Name	DTXSID7021150	Phenylmercuric acetate	62-38-4	CC(=O)O[Hg]C1=CC=CC=C1
2-Phenylphenol	Approved Name	DTXSID2021151	2-Phenylphenol	90-43-7	OC1=C(C=CC=C1)C1=CC=CC=C1
4-Phenylphenol	Approved Name	DTXSID7021152	4-Phenylphenol	92-69-3	OC1=CC=C(C=C1)C1=CC=CC=C1
Picloram	Approved Name	DTXSID1021160	Picloram	1918-02-1	NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl
Piperazine	Approved Name	DTXSID1021164	Piperazine	110-85-0	C1CNCCN1
Piperonyl butoxide	Approved Name	DTXSID1021166	Piperonyl butoxide	51-03-6	CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC
Polysorbate 80	Approved Name	DTXSID0021175	Polysorbate 80	9005-65-6	-
Prednisone	Approved Name	DTXSID4021185	Prednisone	53-03-2	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
1,3-Propane sultone	Approved Name	DTXSID8021195	1,3-Propane sultone	1120-71-4	O=S1(=O)CCCO1
Propazine	Approved Name	DTXSID3021196	Propazine	139-40-2	CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1
Pebulate	Approved Name	DTXSID8021199	Pebulate	1114-71-2	CCCCN(CC)C(=O)SCCC
Propyl gallate	Approved Name	DTXSID5021201	Propyl gallate	121-79-9	CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
6-Propyl-2-thiouracil	Approved Name	DTXSID5021209	6-Propyl-2-thiouracil	51-52-5	CCCC1=CC(=O)NC(=S)N1
Pyrimethamine	Approved Name	DTXSID9021217	Pyrimethamine	58-14-0	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
Quercetin	Approved Name	DTXSID4021218	Quercetin	117-39-5	OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C=C1
C.I. Acid Red 114	Approved Name	DTXSID8021224	C.I. Acid Red 114	6459-94-5	[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1
FD&C Red 3	Approved Name	DTXSID7021233	FD&C Red 3	16423-68-0	[Na+].[Na+].[O-]C1=C(I)C2=C(C=C1I)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(I)=C([O-])C(I)=C1
FD&C Red 4	Approved Name	DTXSID2021234	FD&C Red 4	4548-53-2	[Na+].[Na+].CC1=CC(C)=C(C=C1N=NC1=CC(=C2C=CC=CC2=C1O)S([O-])(=O)=O)S([O-])(=O)=O
Reserpine	Approved Name	DTXSID7021237	Reserpine	50-55-5	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
Resorcinol	Approved Name	DTXSID2021238	Resorcinol	108-46-3	OC1=CC(O)=CC=C1
trans-Retinoic acid	Synonym from Valid Source	DTXSID7021239	all-trans-Retinoic acid	302-79-4	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
Retinol acetate	Approved Name	DTXSID6021240	Retinol acetate	127-47-9	CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
Rhodamine 6G	Approved Name	DTXSID1021243	Rhodamine 6G	989-38-8	[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC
Rifampicin	Approved Name	DTXSID6021244	Rifampicin	13292-46-1	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O
Rotenone	Approved Name	DTXSID6021248	Rotenone	83-79-4	[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C
Saccharin	Approved Name	DTXSID5021251	Saccharin	81-07-2	O=C1NS(=O)(=O)C2=C1C=CC=C2
Safrole	Approved Name	DTXSID0021254	Safrole	94-59-7	C=CCC1=CC=C2OCOC2=C1
Sulfasalazine	Approved Name	DTXSID0021256	Sulfasalazine	599-79-1	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
Simazine	Approved Name	DTXSID4021268	Simazine	122-34-9	CCNC1=NC(NCC)=NC(Cl)=N1
Sorbic acid	 Synonym - WARNING: Synonym mapped to two or more chemicals.	DTXSID3021277	2E,4E-Hexadienoic acid	110-44-1	C\C=C\C=C\C(O)=O
Sorbic acid	 Synonym - WARNING: Synonym mapped to two or more chemicals.	DTXSID20859193	2,4-Hexadienoic acid	22500-92-1	CC=CC=CC(O)=O
Styrene oxide	Approved Name	DTXSID2021286	Styrene oxide	96-09-3	C1OC1C1=CC=CC=C1
Sucrose	Approved Name	DTXSID2021288	Sucrose	57-50-1	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Tamoxifen citrate	Approved Name	DTXSID8021301	Tamoxifen citrate	54965-24-1	OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
2,4,6-Tris(tert-butyl)phenol	Approved Name	DTXSID2021311	2,4,6-Tris(tert-butyl)phenol	732-26-3	CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
Disulfiram	Expert Validated Synonym	DTXSID1021322	Tetraethylthiuram disulfide	97-77-8	CCN(CC)C(=S)SSC(=S)N(CC)CC
Thiram	Approved Name	DTXSID5021332	Thiram	137-26-8	CN(C)C(=S)SSC(=S)N(C)C
Theophylline	Approved Name	DTXSID5021336	Theophylline	58-55-9	CN1C2=C(NC=N2)C(=O)N(C)C1=O
Thiabendazole	Approved Name	DTXSID0021337	Thiabendazole	148-79-8	N1C2=C(C=CC=C2)N=C1C1=CSC=N1
Thiourea	Approved Name	DTXSID9021348	Thiourea	62-56-6	NC(N)=S
Tolazamide	Approved Name	DTXSID3021358	Tolazamide	1156-19-0	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
2-Methylaniline hydrochloride	Approved Name	DTXSID7021364	2-Methylaniline hydrochloride	636-21-5	Cl.CC1=CC=CC=C1N
Trichloroacetic acid	Approved Name	DTXSID1021378	Trichloroacetic acid	76-03-9	OC(=O)C(Cl)(Cl)Cl
Folpet	Approved Name	DTXSID0021385	Folpet	133-07-3	ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O
2,4,6-Trichlorophenol	Approved Name	DTXSID5021386	2,4,6-Trichlorophenol	88-06-2	OC1=C(Cl)C=C(Cl)C=C1Cl
2,4,5-Trichlorophenoxyacetic acid	Approved Name	DTXSID5021388	2,4,5-Trichlorophenoxyacetic acid	93-76-5	OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1
Trichlorfon	Approved Name	DTXSID0021389	Trichlorfon	52-68-6	COP(=O)(OC)C(O)C(Cl)(Cl)Cl
1,2,3-Trichloropropane	Approved Name	DTXSID9021390	1,2,3-Trichloropropane	96-18-4	ClCC(Cl)CCl
Tricresyl phosphate	Synonym from Valid Source	DTXSID4021391	Tris(methylphenyl) phosphate	1330-78-5	-
Triethanolamine	Approved Name	DTXSID9021392	Triethanolamine	102-71-6	OCCN(CCO)CCO
Triethylene glycol	Approved Name	DTXSID4021393	Triethylene glycol	112-27-6	OCCOCCOCCO
Trifluralin	Approved Name	DTXSID4021395	Trifluralin	1582-09-8	CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
1,2,4-Trimethylbenzene	Approved Name	DTXSID6021402	1,2,4-Trimethylbenzene	95-63-6	CC1=CC(C)=C(C)C=C1
Trimethyl phosphate	Approved Name	DTXSID1021403	Trimethyl phosphate	512-56-1	COP(=O)(OC)OC
Triphenyltin hydroxide	Approved Name	DTXSID1021409	Triphenyltin hydroxide	76-87-9	O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Tris(2-chloroethyl) phosphate	Approved Name	DTXSID5021411	Tris(2-chloroethyl) phosphate	115-96-8	ClCCOP(=O)(OCCCl)OCCCl
Tris(2,3-dibromopropyl) phosphate	Approved Name	DTXSID5021413	Tris(2,3-dibromopropyl) phosphate	126-72-7	BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr
Tris(2-ethylhexyl) phosphate	Approved Name	DTXSID0021414	Tris(2-ethylhexyl) phosphate	78-42-2	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
Triisopropanolamine	Approved Name	DTXSID5021415	Triisopropanolamine	122-20-3	CC(O)CN(CC(C)O)CC(C)O
l-Tryptophan	Approved Name	DTXSID5021419	L-Tryptophan	73-22-3	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
Urea	Approved Name	DTXSID4021426	Urea	57-13-6	NC(N)=O
Urethane	Approved Name	DTXSID9021427	Urethane	51-79-6	CCOC(N)=O
N-Vinyl-2-pyrrolidone	Approved Name	DTXSID2021440	N-Vinyl-2-pyrrolidone	88-12-0	C=CN1CCCC1=O
FD&C Yellow 5	Approved Name	DTXSID1021455	FD&C Yellow 5	1934-21-0	[Na+].[Na+].[Na+].[O-]C(=O)C1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=O)N(N1)C1=CC=C(C=C1)S([O-])(=O)=O
FD&C Yellow 6	Approved Name	DTXSID6021456	FD&C Yellow 6	2783-94-0	[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O
Zearalenone	Approved Name	DTXSID0021460	Zearalenone	17924-92-4	C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1
Ziram	Approved Name	DTXSID0021464	Ziram	137-30-4	CN(C)C(=S)S[Zn]SC(=S)N(C)C
Sodium tetrafluoroborate	Approved Name	DTXSID9021477	Sodium tetrafluoroborate	13755-29-8	[Na+].F[B-](F)(F)F
Phenylacetaldehyde	Approved Name	DTXSID3021483	Phenylacetaldehyde	122-78-1	O=CCC1=CC=CC=C1
1,3-Benzenedicarboxylic acid	Approved Name	DTXSID3021485	1,3-Benzenedicarboxylic acid	121-91-5	OC(=O)C1=CC(=CC=C1)C(O)=O
Butanoic acid	Approved Name	DTXSID8021515	Butanoic acid	107-92-6	CCCC(O)=O
Maleic acid	Approved Name	DTXSID8021517	Maleic acid	110-16-7	OC(=O)\C=C/C(O)=O
Fumaric acid	Approved Name	DTXSID3021518	Fumaric acid	110-17-8	OC(=O)\C=C\C(O)=O
2-(2-Butoxyethoxy)ethanol	Approved Name	DTXSID8021519	2-(2-Butoxyethoxy)ethanol	112-34-5	CCCCOCCOCCO
2-[2-(2-Butoxyethoxy)ethoxy]ethanol	Approved Name	DTXSID7021520	2-[2-(2-Butoxyethoxy)ethoxy]ethanol	143-22-6	CCCCOCCOCCOCCO
2-Chlorophenol	Approved Name	DTXSID5021544	2-Chlorophenol	95-57-8	OC1=CC=CC=C1Cl
Decanal	Approved Name	DTXSID4021553	Decanal	112-31-2	CCCCCCCCCC=O
Decanoic acid	Approved Name	DTXSID9021554	Decanoic acid	334-48-5	CCCCCCCCCC(O)=O
Dalapon	Approved Name	DTXSID2021575	Dalapon	75-99-0	CC(Cl)(Cl)C(O)=O
Dodecanoic acid	Approved Name	DTXSID5021590	Dodecanoic acid	143-07-7	CCCCCCCCCCCC(O)=O
Heptanal	Approved Name	DTXSID0021597	Heptanal	111-71-7	CCCCCCC=O
Heptanoic acid	Approved Name	DTXSID2021600	Heptanoic acid	111-14-8	CCCCCCC(O)=O
Hexadecanoic acid	Approved Name	DTXSID2021602	Hexadecanoic acid	57-10-3	CCCCCCCCCCCCCCCC(O)=O
Hexanedioic acid	Approved Name	DTXSID7021605	Hexanedioic acid	124-04-9	OC(=O)CCCCC(O)=O
Hexanoic acid	Approved Name	DTXSID7021607	Hexanoic acid	142-62-1	CCCCCC(O)=O
Nonanal	Approved Name	DTXSID9021639	Nonanal	124-19-6	CCCCCCCCC=O
Nonanedioic acid	Approved Name	DTXSID8021640	Nonanedioic acid	123-99-9	OC(=O)CCCCCCCC(O)=O
Nonanoic acid	Approved Name	DTXSID3021641	Nonanoic acid	112-05-0	CCCCCCCCC(O)=O
Octadecanoic acid	Approved Name	DTXSID8021642	Octadecanoic acid	57-11-4	CCCCCCCCCCCCCCCCCC(O)=O
Octanal	Approved Name	DTXSID3021643	Octanal	124-13-0	CCCCCCCC=O
Octanoic acid	Approved Name	DTXSID3021645	Octanoic acid	124-07-2	CCCCCCCC(O)=O
Pentanal	Approved Name	DTXSID7021653	Pentanal	110-62-3	CCCCC=O
Pentanoic acid	Approved Name	DTXSID7021655	Pentanoic acid	109-52-4	CCCCC(O)=O
Tetradecanoic acid	Integrated Source Name	DTXSID6021666	Tetradecanoic acid	544-63-8	CCCCCCCCCCCCCC(O)=O
Undecane	Approved Name	DTXSID9021689	Undecane	1120-21-4	CCCCCCCCCCC
4-Chloro-3-methylphenol	Approved Name	DTXSID4021717	4-Chloro-3-methylphenol	59-50-7	CC1=C(Cl)C=CC(O)=C1
Salicylamide	Approved Name	DTXSID3021726	Salicylamide	65-45-2	NC(=O)C1=CC=CC=C1O
Dimethyl sulfoxide	Approved Name	DTXSID2021735	Dimethyl sulfoxide	67-68-5	CS(C)=O
1-Propanol	Approved Name	DTXSID2021739	1-Propanol	71-23-8	CCCO
5,5-Dimethylhydantoin	Approved Name	DTXSID5021754	5,5-Dimethylhydantoin	77-71-4	CC1(C)NC(=O)NC1=O
Tris(2-butoxyethyl) phosphate	Approved Name	DTXSID5021758	Tris(2-butoxyethyl) phosphate	78-51-3	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
1-Amino-2-propanol	Approved Name	DTXSID9021764	1-Amino-2-propanol	78-96-6	CC(O)CN
2,2',6,6'-Tetrachlorobisphenol A	Approved Name	DTXSID3021770	2,2',6,6'-Tetrachlorobisphenol A	79-95-8	CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1
4-(2-Methylbutan-2-yl)phenol	Approved Name	DTXSID8021771	4-(2-Methylbutan-2-yl)phenol	80-46-6	CCC(C)(C)C1=CC=C(O)C=C1
Acenaphthene	Approved Name	DTXSID3021774	Acenaphthene	83-32-9	C1CC2=C3C1=CC=CC3=CC=C2
Riboflavin	Approved Name	DTXSID8021777	Riboflavin	83-88-5	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C1=NC(=O)NC(=O)C1=N2
Diethyl phthalate	Approved Name	DTXSID7021780	Diethyl phthalate	84-66-2	CCOC(=O)C1=CC=CC=C1C(=O)OCC
Dibutyl phthalate	Approved Name	DTXSID2021781	Dibutyl phthalate	84-74-2	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
