INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	DTXCID	CASRN	QSAR_READY_SMILES
58-93-5	CAS-RN	DTXSID2020713	Hydrochlorothiazide	DTXCID80713	58-93-5	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
123-31-9	CAS-RN	DTXSID7020716	Hydroquinone	DTXCID70716	123-31-9	OC1=CC=C(O)C=C1
148-24-3	CAS-RN	DTXSID5020730	8-Hydroxyquinoline	DTXCID30730	148-24-3	OC1=CC=CC2=CC=CN=C12
120-72-9	CAS-RN	DTXSID0020737	Indole	DTXCID40737	120-72-9	N1C=CC2=C1C=CC=C2
53-86-1	CAS-RN	DTXSID9020740	1-(p-Chlorobenzoyl)-5-methoxy-2-methyl-Indole-3-acetic acid	DTXCID50740	53-86-1	COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
54-85-3	CAS-RN	DTXSID8020755	Isoniazid	DTXCID20755	54-85-3	NNC(=O)C1=CC=NC=C1
78-59-1	CAS-RN	DTXSID8020759	Isophorone	DTXCID40759	78-59-1	CC1=CC(=O)CC(C)(C)C1
101-21-3	CAS-RN	DTXSID7020764	Chlorpropham	DTXCID10764	101-21-3	CC(C)OC(=O)NC1=CC=CC(Cl)=C1
122-42-9	CAS-RN	DTXSID7020766	Propham	DTXCID70766	122-42-9	CC(C)OC(=O)NC1=CC=CC=C1
520-18-3	CAS-RN	DTXSID7020768	Kaempferol	DTXCID30768	520-18-3	OC1=CC=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O
143-50-0	CAS-RN	DTXSID1020770	Kepone	DTXCID10770	143-50-0	ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl
75330-75-5	CAS-RN	DTXSID5020784	Lovastatin	DTXCID50784	75330-75-5	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
1634-78-2	CAS-RN	DTXSID9020790	Malaoxon	DTXCID50790	1634-78-2	CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
121-75-5	CAS-RN	DTXSID4020791	Malathion	DTXCID80791	121-75-5	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
123-33-1	CAS-RN	DTXSID9020792	Maleic hydrazide	DTXCID10792	123-33-1	O=C1NNC(=O)C=C1
12427-38-2	CAS-RN	DTXSID9020794	Maneb	DTXCID70794	12427-38-2	SC(=S)NCCNC(S)=S
149-30-4	CAS-RN	DTXSID1020807	2-Mercaptobenzothiazole	DTXCID90807	149-30-4	SC1=NC2=C(S1)C=CC=C2
7487-94-7	CAS-RN	DTXSID5020811	Mercuric chloride	DTXCID30811	7487-94-7	-
72-33-3	CAS-RN	DTXSID0020814	Mestranol	DTXCID20814	72-33-3	COC1=CC2=C(C=C1)C1CCC3(C)C(CCC3(O)C#C)C1CC2
950-37-8	CAS-RN	DTXSID5020819	Methidathion	DTXCID70819	950-37-8	COC1=NN(CSP(=S)(OC)OC)C(=O)S1
60-56-0	CAS-RN	DTXSID4020820	Methimazole	DTXCID20820	60-56-0	CN1CC=NC1=S
59-05-2	CAS-RN	DTXSID4020822	Methotrexate	DTXCID80822	59-05-2	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O
72-43-5	CAS-RN	DTXSID9020827	Methoxychlor	DTXCID30827	72-43-5	COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl
150-76-5	CAS-RN	DTXSID4020828	4-Methoxyphenol	DTXCID60828	150-76-5	COC1=CC=C(O)C=C1
598-55-0	CAS-RN	DTXSID8020834	Methyl carbamate	DTXCID60834	598-55-0	COC(N)=O
112-63-0	CAS-RN	DTXSID7020843	Methyl linoleate	DTXCID50843	112-63-0	CCCCCC=CCC=CCCCCCCCC(=O)OC
66-27-3	CAS-RN	DTXSID7020845	Methyl methanesulfonate	DTXCID10845	66-27-3	COS(C)(=O)=O
298-00-0	CAS-RN	DTXSID1020855	Methyl parathion	DTXCID30855	298-00-0	COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O
872-50-4	CAS-RN	DTXSID6020856	N-Methyl-2-pyrrolidone	DTXCID60856	872-50-4	CN1CCCC1=O
41372-08-1	CAS-RN	DTXSID5020863	Methyldopa sesquihydrate	DTXCID90863	41372-08-1	CC(N)(CC1=CC(O)=C(O)C=C1)C(O)=O
838-88-0	CAS-RN	DTXSID5020867	4,4'-Diamino-3,3'-dimethyldiphenylmethane	DTXCID10867	838-88-0	CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1
101-61-1	CAS-RN	DTXSID5020869	4,4'-Methylenebis(N,N-dimethylaniline)	DTXCID70869	101-61-1	CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1
119-47-1	CAS-RN	DTXSID4020870	2,2'-Methylenebis(4-methyl-6-tert-butylphenol)	DTXCID20870	119-47-1	CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C
90-12-0	CAS-RN	DTXSID9020877	1-Methylnaphthalene	DTXCID30877	90-12-0	CC1=C2C=CC=CC2=CC=C1
91-62-3	CAS-RN	DTXSID3020887	6-Methylquinoline	DTXCID50887	91-62-3	CC1=CC2=CC=CN=C2C=C1
622-97-9	CAS-RN	DTXSID3020889	4-Methylstyrene	DTXCID10889	622-97-9	CC1=CC=C(C=C)C=C1
56-04-2	CAS-RN	DTXSID2020890	6-Methyl-2-thiouracil	DTXCID60890	56-04-2	CC1=NC(=S)NC(=O)C1
90-94-8	CAS-RN	DTXSID2020894	Michler's ketone	DTXCID80894	90-94-8	CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C
2385-85-5	CAS-RN	DTXSID7020895	Mirex	DTXCID10895	2385-85-5	ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl
55-98-1	CAS-RN	DTXSID3020910	Busulfan	DTXCID10910	55-98-1	CS(=O)(=O)OCCCCOS(C)(=O)=O
91-20-3	CAS-RN	DTXSID8020913	Naphthalene	DTXCID00913	91-20-3	C1=CC2=CC=CC=C2C=C1
86-87-3	CAS-RN	DTXSID8020915	1-Naphthaleneacetic acid	DTXCID60915	86-87-3	OC(=O)CC1=C2C=CC=CC2=CC=C1
2243-62-1	CAS-RN	DTXSID3020916	1,5-Naphthalenediamine	DTXCID90916	2243-62-1	NC1=CC=CC2=C(N)C=CC=C12
91-59-8	CAS-RN	DTXSID2020921	2-Naphthylamine	DTXCID60921	91-59-8	NC1=CC2=C(C=CC=C2)C=C1
98-92-0	CAS-RN	DTXSID2020929	Niacinamide	DTXCID00929	98-92-0	NC(=O)C1=CC=CN=C1
54-11-5	CAS-RN	DTXSID1020930	Nicotine	DTXCID50930	54-11-5	CN1CCCC1C1=CN=CC=C1
59-67-6	CAS-RN	DTXSID1020932	Nicotinic acid	DTXCID10932	59-67-6	OC(=O)C1=CC=CN=C1
139-13-9	CAS-RN	DTXSID6020939	Nitrilotriacetic acid	DTXCID20939	139-13-9	OC(=O)CN(CC(O)=O)CC(O)=O
7632-00-0	CAS-RN	DTXSID0020941	Sodium nitrite	DTXCID00941	7632-00-0	-
99-59-2	CAS-RN	DTXSID0020943	5-Nitro-o-anisidine	DTXCID60943	99-59-2	COC1=C(N)C=C(C=C1)[N+]([O-])=O
59-87-0	CAS-RN	DTXSID5020944	Nitrofurazone	DTXCID30809629	59-87-0	NC(=O)N=NCC1=CC=C(O1)[N+]([O-])=O
99-55-8	CAS-RN	DTXSID4020959	5-Nitro-o-toluidine	DTXCID60959	99-55-8	CC1=C(N)C=C(C=C1)[N+]([O-])=O
100-01-6	CAS-RN	DTXSID8020961	4-Nitroaniline	DTXCID40961	100-01-6	NC1=CC=C(C=C1)[N+]([O-])=O
98-95-3	CAS-RN	DTXSID3020964	Nitrobenzene	DTXCID30964	98-95-3	[O-][N+](=O)C1=CC=CC=C1
62-23-7	CAS-RN	DTXSID3020966	4-Nitrobenzoic acid	DTXCID90966	62-23-7	OC(=O)C1=CC=C(C=C1)[N+]([O-])=O
79-24-3	CAS-RN	DTXSID8020969	Nitroethane	DTXCID80969	79-24-3	CC[N+]([O-])=O
1836-75-5	CAS-RN	DTXSID7020970	Nitrofen	DTXCID30970	1836-75-5	[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1
67-20-9	CAS-RN	DTXSID7020972	Nitrofurantoin	DTXCID90972	67-20-9	[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O
684-93-5	CAS-RN	DTXSID4021006	N-Nitroso-N-methylurea	DTXCID501006	684-93-5	CN(N=O)C(N)=O
924-16-3	CAS-RN	DTXSID2021026	N-Nitrosodibutylamine	DTXCID101026	924-16-3	CCCCN(CCCC)N=O
55-18-5	CAS-RN	DTXSID2021028	N-Nitrosodiethylamine	DTXCID901028	55-18-5	CCN(CC)N=O
62-75-9	CAS-RN	DTXSID7021029	N-Nitrosodimethylamine	DTXCID301029	62-75-9	CN(C)N=O
86-30-6	CAS-RN	DTXSID6021030	N-Nitrosodiphenylamine	DTXCID001030	86-30-6	O=NN(C1=CC=CC=C1)C1=CC=CC=C1
156-10-5	CAS-RN	DTXSID1021031	4-Nitrosodiphenylamine	DTXCID401031	156-10-5	O=NC1=CC=C(NC2=CC=CC=C2)C=C1
621-64-7	CAS-RN	DTXSID6021032	N-Nitrosodi-n-propylamine	DTXCID801032	621-64-7	CCCN(CCC)N=O
930-55-2	CAS-RN	DTXSID8021062	N-Nitrosopyrrolidine	DTXCID701062	930-55-2	O=NN1CCCC1
1936-15-8	CAS-RN	DTXSID6021082	C.I. Acid Orange 10	DTXCID801474349	1936-15-8	OC1=CC=C2C=C(C=C(C2=C1N=NC1=CC=CC=C1)S(O)(=O)=O)S(O)(=O)=O
23135-22-0	CAS-RN	DTXSID6021086	Oxamyl	DTXCID00810060	23135-22-0	CNC(=O)ON=C(SC)C(=O)N(C)C
604-75-1	CAS-RN	DTXSID1021087	Oxazepam	DTXCID301087	604-75-1	OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O
101-80-4	CAS-RN	DTXSID0021094	4,4'-Oxydianiline	DTXCID401094	101-80-4	NC1=CC=C(OC2=CC=C(N)C=C2)C=C1
2058-46-0	CAS-RN	DTXSID5021097	Oxytetracycline hydrochloride	DTXCID601097	2058-46-0	CN(C)C1C2C(O)C3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O
56-38-2	CAS-RN	DTXSID7021100	Parathion	DTXCID301100	56-38-2	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
1825-21-4	CAS-RN	DTXSID2021103	Pentachloroanisole	DTXCID501103	1825-21-4	COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
82-68-8	CAS-RN	DTXSID2021105	Pentachloronitrobenzene	DTXCID301105	82-68-8	[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
87-86-5	CAS-RN	DTXSID7021106	Pentachlorophenol	DTXCID701106	87-86-5	OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
57-30-7	CAS-RN	DTXSID0021123	Phenobarbital sodium	DTXCID101123	57-30-7	CCC1(C(=O)NC(O)=NC1=O)c1ccccc1
108-95-2	CAS-RN	DTXSID5021124	Phenol	DTXCID501124	108-95-2	OC1=CC=CC=C1
77-09-8	CAS-RN	DTXSID0021125	Phenolphthalein	DTXCID901125	77-09-8	OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1
92-84-2	CAS-RN	DTXSID5021126	Phenothiazine	DTXCID301126	92-84-2	N1C2=CC=CC=C2SC2=C1C=CC=C2
842-07-9	CAS-RN	DTXSID4021135	C.I. Solvent Yellow 14	DTXCID50809767	842-07-9	OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1
108-45-2	CAS-RN	DTXSID4021137	1,3-Benzenediamine	DTXCID001137	108-45-2	NC1=CC(N)=CC=C1
106-50-3	CAS-RN	DTXSID9021138	1,4-Benzenediamine	DTXCID401138	106-50-3	NC1=CC=C(N)C=C1
62-38-4	CAS-RN	DTXSID7021150	Phenylmercuric acetate	DTXCID801150	62-38-4	-
90-43-7	CAS-RN	DTXSID2021151	2-Phenylphenol	DTXCID201151	90-43-7	OC1=C(C=CC=C1)C1=CC=CC=C1
92-69-3	CAS-RN	DTXSID7021152	4-Phenylphenol	DTXCID601152	92-69-3	OC1=CC=C(C=C1)C1=CC=CC=C1
2/1/1918	Not CAS Number Format	-	-	-	-	-
110-85-0	CAS-RN	DTXSID1021164	Piperazine	DTXCID701164	110-85-0	C1CNCCN1
51-03-6	CAS-RN	DTXSID1021166	Piperonyl butoxide	DTXCID501166	51-03-6	CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC
9005-65-6	CAS-RN	DTXSID0021175	Polysorbate 80	-	9005-65-6	-
53-03-2	CAS-RN	DTXSID4021185	Prednisone	DTXCID701185	53-03-2	CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
1120-71-4	CAS-RN	DTXSID8021195	1,3-Propane sultone	DTXCID001195	1120-71-4	O=S1(=O)CCCO1
139-40-2	CAS-RN	DTXSID3021196	Propazine	DTXCID401196	139-40-2	CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1
1114-71-2	CAS-RN	DTXSID8021199	Pebulate	DTXCID601199	1114-71-2	CCCCN(CC)C(=O)SCCC
121-79-9	CAS-RN	DTXSID5021201	Propyl gallate	DTXCID901201	121-79-9	CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
51-52-5	CAS-RN	DTXSID5021209	6-Propyl-2-thiouracil	DTXCID101209	51-52-5	CCCC1=NC(=S)NC(=O)C1
58-14-0	CAS-RN	DTXSID9021217	Pyrimethamine	DTXCID601217	58-14-0	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
117-39-5	CAS-RN	DTXSID4021218	Quercetin	DTXCID001218	117-39-5	OC1=CC2=C(C(O)=C1)C(=O)C(=O)C(O2)C1=CC(O)=C(O)C=C1
6459-94-5	CAS-RN	DTXSID8021224	C.I. Acid Red 114	DTXCID701224	6459-94-5	CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S(O)(=O)=O)S(O)(=O)=O)C(C)=C1
16423-68-0	CAS-RN	DTXSID7021233	FD&C Red 3	DTXCID301030411	16423-68-0	OC1=C(I)C2=C(C=C1I)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(I)=C(O)C(I)=C1
4548-53-2	CAS-RN	DTXSID2021234	FD&C Red 4	DTXCID001234	4548-53-2	CC1=CC(C)=C(C=C1N=NC1=CC(=C2C=CC=CC2=C1O)S(O)(=O)=O)S(O)(=O)=O
50-55-5	CAS-RN	DTXSID7021237	Reserpine	DTXCID201237	50-55-5	COC1C(CC2CN3CCC4=C(NC5=C4C=CC(OC)=C5)C3CC2C1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1
108-46-3	CAS-RN	DTXSID2021238	Resorcinol	DTXCID601238	108-46-3	OC1=CC(O)=CC=C1
302-79-4	CAS-RN	DTXSID7021239	all-trans-Retinoic acid	DTXCID001239	302-79-4	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O
127-47-9	CAS-RN	DTXSID6021240	Retinol acetate	DTXCID701240	127-47-9	CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
989-38-8	CAS-RN	DTXSID1021243	Rhodamine 6G	DTXCID4032374	989-38-8	CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC
13292-46-1	CAS-RN	DTXSID6021244	Rifampicin	DTXCID301244	13292-46-1	COC1C=COC2(C)OC3=C(C2=O)C2=C(O)C(C=NN4CCN(C)CC4)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C2C(O)=C3C
83-79-4	CAS-RN	DTXSID6021248	Rotenone	DTXCID901248	83-79-4	COC1=CC2=C(C=C1OC)C1C(CO2)OC2=C3CC(OC3=CC=C2C1=O)C(C)=C
81-07-2	CAS-RN	DTXSID5021251	Saccharin	DTXCID401251	81-07-2	O=C1NS(=O)(=O)C2=C1C=CC=C2
94-59-7	CAS-RN	DTXSID0021254	Safrole	DTXCID601254	94-59-7	C=CCC1=CC=C2OCOC2=C1
599-79-1	CAS-RN	DTXSID0021256	Sulfasalazine	DTXCID401256	599-79-1	OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
122-34-9	CAS-RN	DTXSID4021268	Simazine	DTXCID501268	122-34-9	CCNC1=NC(NCC)=NC(Cl)=N1
110-44-1	CAS-RN	DTXSID3021277	2E,4E-Hexadienoic acid	DTXCID401277	110-44-1	CC=CC=CC(O)=O
96-09-3	CAS-RN	DTXSID2021286	Styrene oxide	DTXCID301286	96-09-3	C1OC1C1=CC=CC=C1
57-50-1	CAS-RN	DTXSID2021288	Sucrose	DTXCID101288	57-50-1	OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
54965-24-1	CAS-RN	DTXSID8021301	Tamoxifen citrate	DTXCID101301	54965-24-1	CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
732-26-3	CAS-RN	DTXSID2021311	2,4,6-Tris(tert-butyl)phenol	DTXCID401311	732-26-3	CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
97-77-8	CAS-RN	DTXSID1021322	Tetraethylthiuram disulfide	DTXCID101322	97-77-8	CCN(CC)C(=S)SSC(=S)N(CC)CC
137-26-8	CAS-RN	DTXSID5021332	Thiram	DTXCID401332	137-26-8	CN(C)C(=S)SSC(=S)N(C)C
58-55-9	CAS-RN	DTXSID5021336	Theophylline	DTXCID001336	58-55-9	CN1C2=C(NC=N2)C(=O)N(C)C1=O
148-79-8	CAS-RN	DTXSID0021337	Thiabendazole	DTXCID401337	148-79-8	N1C2=C(C=CC=C2)N=C1C1=CSC=N1
62-56-6	CAS-RN	DTXSID9021348	Thiourea	DTXCID101348	62-56-6	NC(N)=S
1156-19-0	CAS-RN	DTXSID3021358	Tolazamide	DTXCID401358	1156-19-0	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
636-21-5	CAS-RN	DTXSID7021364	2-Methylaniline hydrochloride	DTXCID101364	636-21-5	CC1=C(N)C=CC=C1
76-03-9	CAS-RN	DTXSID1021378	Trichloroacetic acid	DTXCID001378	76-03-9	OC(=O)C(Cl)(Cl)Cl
133-07-3	CAS-RN	DTXSID0021385	Folpet	DTXCID101385	133-07-3	ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O
88-06-2	CAS-RN	DTXSID5021386	2,4,6-Trichlorophenol	DTXCID501386	88-06-2	OC1=C(Cl)C=C(Cl)C=C1Cl
93-76-5	CAS-RN	DTXSID5021388	2,4,5-Trichlorophenoxyacetic acid	DTXCID301388	93-76-5	OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1
52-68-6	CAS-RN	DTXSID0021389	Trichlorfon	DTXCID701389	52-68-6	COP(=O)(OC)C(O)C(Cl)(Cl)Cl
96-18-4	CAS-RN	DTXSID9021390	1,2,3-Trichloropropane	DTXCID401390	96-18-4	ClCC(Cl)CCl
1330-78-5	CAS-RN	DTXSID4021391	Tris(methylphenyl) phosphate	-	1330-78-5	-
102-71-6	CAS-RN	DTXSID9021392	Triethanolamine	DTXCID201392	102-71-6	OCCN(CCO)CCO
112-27-6	CAS-RN	DTXSID4021393	Triethylene glycol	DTXCID601393	112-27-6	OCCOCCOCCO
1582-09-8	CAS-RN	DTXSID4021395	Trifluralin	DTXCID401395	1582-09-8	CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
95-63-6	CAS-RN	DTXSID6021402	1,2,4-Trimethylbenzene	DTXCID701402	95-63-6	CC1=CC(C)=C(C)C=C1
512-56-1	CAS-RN	DTXSID1021403	Trimethyl phosphate	DTXCID101403	512-56-1	COP(=O)(OC)OC
76-87-9	CAS-RN	DTXSID1021409	Triphenyltin hydroxide	DTXCID501409	76-87-9	-
115-96-8	CAS-RN	DTXSID5021411	Tris(2-chloroethyl) phosphate	DTXCID601411	115-96-8	ClCCOP(=O)(OCCCl)OCCCl
126-72-7	CAS-RN	DTXSID5021413	Tris(2,3-dibromopropyl) phosphate	DTXCID401413	126-72-7	BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr
78-42-2	CAS-RN	DTXSID0021414	Tris(2-ethylhexyl) phosphate	DTXCID801414	78-42-2	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
122-20-3	CAS-RN	DTXSID5021415	Triisopropanolamine	DTXCID201415	122-20-3	CC(O)CN(CC(C)O)CC(C)O
73-22-3	CAS-RN	DTXSID5021419	L-Tryptophan	DTXCID801419	73-22-3	NC(CC1=CNC2=CC=CC=C12)C(O)=O
57-13-6	CAS-RN	DTXSID4021426	Urea	DTXCID901426	57-13-6	NC(N)=O
51-79-6	CAS-RN	DTXSID9021427	Urethane	DTXCID301427	51-79-6	CCOC(N)=O
88-12-0	CAS-RN	DTXSID2021440	N-Vinyl-2-pyrrolidone	DTXCID101440	88-12-0	C=CN1CCCC1=O
1934-21-0	CAS-RN	DTXSID1021455	FD&C Yellow 5	DTXCID701437203	1934-21-0	OC(=O)C1=NN(C(=O)C1N=NC1=CC=C(C=C1)S(O)(=O)=O)C1=CC=C(C=C1)S(O)(=O)=O
2783-94-0	CAS-RN	DTXSID6021456	FD&C Yellow 6	DTXCID101131536	2783-94-0	OC1=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C2=C(C=C1)C=C(C=C2)S(O)(=O)=O
17924-92-4	CAS-RN	DTXSID0021460	Zearalenone	DTXCID701460	17924-92-4	CC1CCCC(=O)CCCC=CC2=CC(O)=CC(O)=C2C(=O)O1
137-30-4	CAS-RN	DTXSID0021464	Ziram	DTXCID301464	137-30-4	-
13755-29-8	CAS-RN	DTXSID9021477	Sodium tetrafluoroborate	DTXCID801477	13755-29-8	-
122-78-1	CAS-RN	DTXSID3021483	Phenylacetaldehyde	DTXCID501483	122-78-1	O=CCC1=CC=CC=C1
121-91-5	CAS-RN	DTXSID3021485	1,3-Benzenedicarboxylic acid	DTXCID301485	121-91-5	OC(=O)C1=CC(=CC=C1)C(O)=O
107-92-6	CAS-RN	DTXSID8021515	Butanoic acid	DTXCID401515	107-92-6	CCCC(O)=O
110-16-7	CAS-RN	DTXSID8021517	Maleic acid	DTXCID201517	110-16-7	OC(=O)C=CC(O)=O
110-17-8	CAS-RN	DTXSID3021518	Fumaric acid	DTXCID601518	110-17-8	OC(=O)C=CC(O)=O
112-34-5	CAS-RN	DTXSID8021519	2-(2-Butoxyethoxy)ethanol	DTXCID001519	112-34-5	CCCCOCCOCCO
143-22-6	CAS-RN	DTXSID7021520	2-[2-(2-Butoxyethoxy)ethoxy]ethanol	DTXCID701520	143-22-6	CCCCOCCOCCOCCO
95-57-8	CAS-RN	DTXSID5021544	2-Chlorophenol	DTXCID901544	95-57-8	OC1=CC=CC=C1Cl
112-31-2	CAS-RN	DTXSID4021553	Decanal	DTXCID801553	112-31-2	CCCCCCCCCC=O
334-48-5	CAS-RN	DTXSID9021554	Decanoic acid	DTXCID201554	334-48-5	CCCCCCCCCC(O)=O
75-99-0	CAS-RN	DTXSID2021575	Dalapon	DTXCID201575	75-99-0	CC(Cl)(Cl)C(O)=O
143-07-7	CAS-RN	DTXSID5021590	Dodecanoic acid	DTXCID801590	143-07-7	CCCCCCCCCCCC(O)=O
111-71-7	CAS-RN	DTXSID0021597	Heptanal	DTXCID601597	111-71-7	CCCCCCC=O
111-14-8	CAS-RN	DTXSID2021600	Heptanoic acid	DTXCID301600	111-14-8	CCCCCCC(O)=O
57-10-3	CAS-RN	DTXSID2021602	Hexadecanoic acid	DTXCID101602	57-10-3	CCCCCCCCCCCCCCCC(O)=O
124-04-9	CAS-RN	DTXSID7021605	Hexanedioic acid	DTXCID301605	124-04-9	OC(=O)CCCCC(O)=O
142-62-1	CAS-RN	DTXSID7021607	Hexanoic acid	DTXCID101607	142-62-1	CCCCCC(O)=O
124-19-6	CAS-RN	DTXSID9021639	Nonanal	DTXCID801639	124-19-6	CCCCCCCCC=O
123-99-9	CAS-RN	DTXSID8021640	Nonanedioic acid	DTXCID501640	123-99-9	OC(=O)CCCCCCCC(O)=O
112-05-0	CAS-RN	DTXSID3021641	Nonanoic acid	DTXCID901641	112-05-0	CCCCCCCCC(O)=O
57-11-4	CAS-RN	DTXSID8021642	Octadecanoic acid	DTXCID301642	57-11-4	CCCCCCCCCCCCCCCCCC(O)=O
124-13-0	CAS-RN	DTXSID3021643	Octanal	DTXCID701643	124-13-0	CCCCCCCC=O
124-07-2	CAS-RN	DTXSID3021645	Octanoic acid	DTXCID501645	124-07-2	CCCCCCCC(O)=O
110-62-3	CAS-RN	DTXSID7021653	Pentanal	DTXCID001653	110-62-3	CCCCC=O
109-52-4	CAS-RN	DTXSID7021655	Pentanoic acid	DTXCID801655	109-52-4	CCCCC(O)=O
544-63-8	CAS-RN	DTXSID6021666	Tetradecanoic acid	DTXCID501666	544-63-8	CCCCCCCCCCCCCC(O)=O
1120-21-4	CAS-RN	DTXSID9021689	Undecane	DTXCID301689	1120-21-4	CCCCCCCCCCC
59-50-7	CAS-RN	DTXSID4021717	4-Chloro-3-methylphenol	DTXCID601717	59-50-7	CC1=C(Cl)C=CC(O)=C1
65-45-2	CAS-RN	DTXSID3021726	Salicylamide	DTXCID501726	65-45-2	NC(=O)C1=CC=CC=C1O
67-68-5	CAS-RN	DTXSID2021735	Dimethyl sulfoxide	DTXCID401735	67-68-5	CS(C)=O
71-23-8	CAS-RN	DTXSID2021739	1-Propanol	DTXCID001739	71-23-8	CCCO
77-71-4	CAS-RN	DTXSID5021754	5,5-Dimethylhydantoin	DTXCID601754	77-71-4	CC1(C)NC(=O)NC1=O
78-51-3	CAS-RN	DTXSID5021758	Tris(2-butoxyethyl) phosphate	DTXCID201758	78-51-3	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
78-96-6	CAS-RN	DTXSID9021764	1-Amino-2-propanol	DTXCID901764	78-96-6	CC(O)CN
79-95-8	CAS-RN	DTXSID3021770	2,2',6,6'-Tetrachlorobisphenol A	DTXCID601770	79-95-8	CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1
80-46-6	CAS-RN	DTXSID8021771	4-(2-Methylbutan-2-yl)phenol	DTXCID001771	80-46-6	CCC(C)(C)C1=CC=C(O)C=C1
83-32-9	CAS-RN	DTXSID3021774	Acenaphthene	DTXCID201774	83-32-9	C1CC2=C3C1=CC=CC3=CC=C2
83-88-5	CAS-RN	DTXSID8021777	Riboflavin	DTXCID401777	83-88-5	CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2
